congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,first_name,last_name
1,Senate,5449,4,0.0,NH,5000,0.0,3.0,L000067,1741.0,1819.0,-0.37,0.107,-76.86324,0.396,83.0,30.0,,0.308,-0.25,John,Langdon
1,Senate,10272,4,0.0,NH,4000,0.0,3.0,W000633,1739.0,1838.0,-0.037,0.999,-30.9409,0.729,98.0,19.0,,-0.265,0.964,Paine,Wingate
1,Senate,2576,12,0.0,NJ,5000,2.0,3.0,D000324,1739.0,1809.0,0.609,-0.696,,,,,,0.475,-0.076,Philemon,Dickinson
1,Senate,2943,12,0.0,NJ,5000,0.0,3.0,E000155,1745.0,1817.0,0.408,0.171,-39.53793,0.631,86.0,23.0,,0.411,0.22,Jonathan,Elmer
1,Senate,7231,12,0.0,NJ,5000,1.0,3.0,P000102,1745.0,1806.0,0.959,0.282,-20.33056,0.754,72.0,9.0,,0.943,0.137,William,Paterson
1,Senate,5270,13,0.0,NY,5000,0.0,3.0,K000212,1755.0,1827.0,0.575,-0.302,-36.78581,0.682,96.0,16.0,,0.939,-0.345,Rufus,King
1,Senate,8282,13,0.0,NY,5000,0.0,3.0,S000154,1733.0,1804.0,0.949,-0.315,-25.31742,0.764,94.0,12.0,,0.944,-0.329,Philip John,Schuyler
1,Senate,4212,47,0.0,NC,5000,0.0,3.0,H000368,1754.0,1816.0,-0.046,-0.664,-33.14747,0.635,73.0,15.0,,-0.313,-0.425,Benjamin,Hawkins
1,Senate,5012,47,0.0,NC,5000,0.0,3.0,J000198,1733.0,1816.0,-0.025,-0.527,-36.82361,0.62,77.0,20.0,,-0.112,-0.43,Samuel,Johnston
1,Senate,5891,14,0.0,PA,4000,0.0,3.0,M000031,1737.0,1804.0,-0.692,0.519,-23.63475,0.741,79.0,7.0,,-0.698,0.541,William,Maclay
1,Senate,6712,14,0.0,PA,5000,0.0,3.0,M000985,1734.0,1806.0,0.7,-0.691,-40.20147,0.661,97.0,27.0,,0.677,-0.598,Robert,Morris
1,Senate,3315,5,0.0,RI,5000,0.0,3.0,F000313,1752.0,1828.0,0.286,0.675,-25.599,0.657,61.0,10.0,,0.297,0.955,Theodore,Foster
1,Senate,8845,5,0.0,RI,4000,0.0,3.0,S000805,1739.0,1821.0,-0.091,0.736,-22.70883,0.689,61.0,11.0,,-0.245,0.969,"Joseph, Jr.",Stanton
1,Senate,1346,48,0.0,SC,5000,0.0,3.0,B001186,1744.0,1822.0,-0.4,-0.912,-43.57708,0.632,95.0,31.0,,-0.215,-0.977,Pierce,Butler
1,Senate,4837,48,0.0,SC,5000,0.0,3.0,I000053,,1804.0,0.446,-0.587,-50.43903,0.601,99.0,29.0,,0.375,-0.741,Ralph,Izard
1,Senate,5565,40,0.0,VA,4000,0.0,3.0,L000201,1732.0,1794.0,-0.384,-0.54,-28.12435,0.734,91.0,10.0,,-0.446,-0.337,Richard Henry,Lee
1,Senate,6594,40,0.0,VA,4000,3.0,3.0,M000858,1758.0,1831.0,-0.514,-0.762,,,,,,-0.981,-0.192,James,Monroe
1,Senate,9747,40,0.0,VA,5000,2.0,5.0,W000059,1744.0,1809.0,-0.552,-0.834,-31.37814,0.582,58.0,17.0,,0.031,-1.0,John,Walker
2,Senate,2936,1,0.0,CT,5000,0.0,3.0,E000147,1745.0,1807.0,0.53,0.809,-15.45558,0.743,52.0,8.0,,0.553,0.359,Oliver,Ellsworth
2,Senate,8457,1,0.0,CT,5000,2.0,3.0,S000349,1721.0,1793.0,0.589,0.307,-28.55038,0.578,52.0,19.0,,0.33,0.2,Roger,Sherman
2,Senate,507,11,0.0,DE,5000,0.0,3.0,B000226,1745.0,1815.0,0.087,0.007,-17.85094,0.609,36.0,14.0,,0.193,-0.104,Richard,Bassett
2,Senate,7762,11,0.0,DE,5000,0.0,3.0,R000091,1733.0,1798.0,0.282,-0.239,-22.7154,0.646,52.0,10.0,,0.293,-0.219,George,Read
2,Senate,3128,44,0.0,GA,4000,0.0,3.0,F000100,1748.0,1828.0,-0.505,-0.433,-18.96143,0.679,49.0,7.0,,-0.614,-0.618,William,Few
2,Senate,3877,44,0.0,GA,4000,0.0,3.0,G000526,1753.0,1801.0,0.218,-0.884,-16.1445,0.699,45.0,8.0,,-0.322,-0.72,James,Gunn
2,Senate,1118,51,0.0,KY,4000,0.0,3.0,B000929,1757.0,1837.0,-0.277,-0.548,,,,,,-0.723,-0.305,John,Brown
2,Senate,2866,51,0.0,KY,4000,0.0,3.0,E000075,1748.0,1837.0,-0.725,-0.689,,,,,,-0.192,-0.981,John,Edwards
2,Senate,1536,52,0.0,MD,5000,1.0,3.0,C000185,1737.0,1832.0,0.234,-0.619,-9.38567,0.771,36.0,3.0,,0.434,-0.737,Charles (Of Carrollton),Carroll
2,Senate,4333,52,0.0,MD,5000,0.0,3.0,H000508,1750.0,1798.0,0.123,-0.573,-12.26718,0.786,51.0,3.0,,0.13,-0.673,John,Henry
2,Senate,7564,52,0.0,MD,5000,2.0,3.0,P000473,1753.0,1808.0,0.409,-0.816,,,,,,-0.192,-0.981,Richard,Potts
2,Senate,1384,3,0.0,MA,5000,0.0,3.0,C000009,1752.0,1823.0,0.657,0.569,-13.70101,0.768,52.0,4.0,,0.696,0.428,George,Cabot
2,Senate,9028,3,0.0,MA,5000,0.0,3.0,S001009,1745.0,1819.0,0.566,0.824,-13.35151,0.743,45.0,8.0,,0.412,0.911,Caleb,Strong
2,Senate,5449,4,0.0,NH,5000,0.0,3.0,L000067,1741.0,1819.0,-0.37,0.107,-22.91596,0.62,48.0,12.0,,0.144,0.095,John,Langdon
2,Senate,10272,4,0.0,NH,4000,0.0,3.0,W000633,1739.0,1838.0,-0.037,0.999,-7.18642,0.869,51.0,3.0,,-0.243,0.97,Paine,Wingate
2,Senate,2576,12,0.0,NJ,5000,0.0,3.0,D000324,1739.0,1809.0,0.609,-0.696,-12.25672,0.783,50.0,2.0,,0.615,-0.73,Philemon,Dickinson
2,Senate,8150,12,0.0,NJ,5000,0.0,3.0,R000550,1760.0,1840.0,0.871,-0.252,-19.45933,0.643,44.0,11.0,,0.902,0.302,John,Rutherfurd
2,Senate,1302,13,0.0,NY,4000,0.0,3.0,B001133,1756.0,1836.0,-0.887,-0.462,-21.58916,0.625,46.0,11.0,,-0.902,-0.342,Aaron,Burr
2,Senate,5270,13,0.0,NY,5000,0.0,3.0,K000212,1755.0,1827.0,0.575,-0.302,-22.0203,0.62,46.0,13.0,,0.669,-0.234,Rufus,King
2,Senate,4212,47,0.0,NC,4000,0.0,3.0,H000368,1754.0,1816.0,-0.046,-0.664,-13.44937,0.768,51.0,5.0,,-0.141,-0.838,Benjamin,Hawkins
2,Senate,5012,47,0.0,NC,5000,0.0,3.0,J000198,1733.0,1816.0,-0.025,-0.527,-18.24912,0.704,52.0,7.0,,0.19,-0.774,Samuel,Johnston
2,Senate,6712,14,0.0,PA,5000,0.0,3.0,M000985,1734.0,1806.0,0.7,-0.691,-11.36828,0.797,50.0,3.0,,0.578,-0.772,Robert,Morris
2,Senate,3315,5,0.0,RI,5000,0.0,3.0,F000313,1752.0,1828.0,0.286,0.675,-13.86368,0.762,51.0,7.0,,0.286,0.38,Theodore,Foster
2,Senate,8845,5,0.0,RI,4000,0.0,3.0,S000805,1739.0,1821.0,-0.091,0.736,-22.43019,0.639,50.0,11.0,,0.074,0.22,"Joseph, Jr.",Stanton
2,Senate,1346,48,0.0,SC,4000,0.0,3.0,B001186,1744.0,1822.0,-0.4,-0.912,-9.38197,0.791,40.0,5.0,,-0.402,-0.916,Pierce,Butler
2,Senate,4837,48,0.0,SC,5000,0.0,3.0,I000053,,1804.0,0.446,-0.587,-15.30178,0.741,51.0,6.0,,0.439,-0.729,Ralph,Izard
2,Senate,956,6,0.0,VT,4000,0.0,3.0,B000745,1754.0,1830.0,0.09,-0.202,-35.6046,0.469,47.0,16.0,,-0.498,0.08,Stephen Row,Bradley
2,Senate,7989,6,0.0,VT,4000,0.0,3.0,R000350,1741.0,1813.0,-0.732,0.649,-8.82423,0.835,49.0,5.0,,-0.498,0.867,Moses,Robinson
2,Senate,5565,40,0.0,VA,4000,1.0,3.0,L000201,1732.0,1794.0,-0.384,-0.54,-11.18776,0.705,32.0,4.0,,-0.344,-0.596,Richard Henry,Lee
2,Senate,6594,40,0.0,VA,4000,0.0,3.0,M000858,1758.0,1831.0,-0.514,-0.762,-13.20936,0.776,52.0,4.0,,-0.467,-0.782,James,Monroe
2,Senate,9215,40,0.0,VA,4000,2.0,3.0,T000086,1753.0,1824.0,-0.767,-0.6,,,,,,-0.192,-0.981,John,Taylor
3,Senate,2936,1,0.0,CT,5000,0.0,3.0,E000147,1745.0,1807.0,0.53,0.809,-11.15658,0.867,78.0,5.0,,0.523,0.824,Oliver,Ellsworth
3,Senate,6574,1,0.0,CT,5000,2.0,3.0,M000828,1743.0,1835.0,0.696,-0.106,-6.14385,0.861,41.0,2.0,,0.687,-0.083,Stephen Mix,Mitchell
3,Senate,8457,1,0.0,CT,5000,1.0,3.0,S000349,1721.0,1793.0,0.589,0.307,,,,,,,,Roger,Sherman
3,Senate,5494,11,0.0,DE,5000,2.0,3.0,L000115,1752.0,1819.0,0.73,-0.043,,,,,,0.632,0.289,Henry,Latimer
3,Senate,9676,11,0.0,DE,5000,0.0,3.0,V000104,1758.0,1802.0,0.433,-0.264,-11.0674,0.821,56.0,6.0,,0.452,-0.249,John,Vining
3,Senate,3877,44,0.0,GA,4000,0.0,3.0,G000526,1753.0,1801.0,0.218,-0.884,-21.72006,0.669,54.0,12.0,,0.017,-0.673,James,Gunn
3,Senate,4854,44,0.0,GA,4000,0.0,3.0,J000017,1757.0,1806.0,-0.32,-0.181,-23.8025,0.722,73.0,13.0,,-0.397,-0.2,James,Jackson
3,Senate,1118,51,0.0,KY,4000,0.0,3.0,B000929,1757.0,1837.0,-0.277,-0.548,-16.42979,0.788,69.0,7.0,,-0.4,-0.32,John,Brown
3,Senate,2866,51,0.0,KY,4000,0.0,3.0,E000075,1748.0,1837.0,-0.725,-0.689,-10.06694,0.814,49.0,6.0,,-0.784,-0.62,John,Edwards
3,Senate,4333,52,0.0,MD,5000,0.0,3.0,H000508,1750.0,1798.0,0.123,-0.573,-18.30761,0.61,37.0,8.0,,0.32,-0.594,John,Henry
3,Senate,7564,52,0.0,MD,5000,0.0,3.0,P000473,1753.0,1808.0,0.409,-0.816,-22.09264,0.723,68.0,11.0,,0.453,-0.891,Richard,Potts
3,Senate,1384,3,0.0,MA,5000,0.0,3.0,C000009,1752.0,1823.0,0.657,0.569,-14.4034,0.829,77.0,6.0,,0.652,0.392,George,Cabot
3,Senate,9028,3,0.0,MA,5000,0.0,3.0,S001009,1745.0,1819.0,0.566,0.824,-9.55208,0.838,54.0,6.0,,0.807,0.537,Caleb,Strong
3,Senate,5449,4,0.0,NH,4000,0.0,3.0,L000067,1741.0,1819.0,-0.37,0.107,-18.01202,0.725,56.0,7.0,,-0.277,0.365,John,Langdon
3,Senate,5713,4,0.0,NH,5000,0.0,3.0,L000364,1732.0,1803.0,0.35,0.731,-23.4757,0.731,75.0,13.0,,0.216,0.923,Samuel,Livermore
3,Senate,3361,12,0.0,NJ,5000,0.0,3.0,F000368,1753.0,1804.0,0.958,-0.283,-20.70524,0.727,65.0,14.0,,0.927,-0.135,Frederick,Frelinghuysen
3,Senate,8150,12,0.0,NJ,5000,0.0,3.0,R000550,1760.0,1840.0,0.871,-0.252,-20.5583,0.693,56.0,13.0,,0.853,-0.522,John,Rutherfurd
3,Senate,1302,13,0.0,NY,4000,0.0,3.0,B001133,1756.0,1836.0,-0.887,-0.462,-9.3311,0.839,53.0,5.0,,-0.621,-0.572,Aaron,Burr
3,Senate,5270,13,0.0,NY,5000,0.0,3.0,K000212,1755.0,1827.0,0.575,-0.302,-18.32204,0.767,69.0,7.0,,0.487,-0.126,Rufus,King
3,Senate,4212,47,0.0,NC,4000,0.0,3.0,H000368,1754.0,1816.0,-0.046,-0.664,-31.12315,0.653,73.0,20.0,,0.039,-0.804,Benjamin,Hawkins
3,Senate,6012,47,0.0,NC,4000,0.0,3.0,M000166,1740.0,1807.0,-0.146,-0.844,-19.4632,0.774,76.0,9.0,,-0.253,-0.958,Alexander,Martin
3,Senate,3437,14,0.0,PA,4000,1.0,3.0,G000020,1761.0,1849.0,-0.112,-0.105,,,,,,0.347,-0.938,Albert,Gallatin
3,Senate,6712,14,0.0,PA,5000,0.0,3.0,M000985,1734.0,1806.0,0.7,-0.691,-16.84202,0.783,69.0,6.0,,0.753,-0.349,Robert,Morris
3,Senate,8070,14,0.0,PA,5000,2.0,3.0,R000448,1762.0,1847.0,0.85,-0.526,-43.47373,0.372,44.0,26.0,,0.935,-0.354,James,Ross
3,Senate,951,5,0.0,RI,5000,0.0,3.0,B000739,1729.0,1808.0,0.554,0.598,-12.98814,0.847,78.0,6.0,,0.588,0.73,William,Bradford
3,Senate,3315,5,0.0,RI,5000,0.0,3.0,F000313,1752.0,1828.0,0.286,0.675,-17.399,0.793,75.0,9.0,,0.321,0.509,Theodore,Foster
3,Senate,1346,48,0.0,SC,4000,0.0,3.0,B001186,1744.0,1822.0,-0.4,-0.912,-6.58241,0.824,34.0,3.0,,-0.235,-0.972,Pierce,Butler
3,Senate,4837,48,0.0,SC,5000,0.0,3.0,I000053,,1804.0,0.446,-0.587,-16.75476,0.782,68.0,4.0,,0.526,-0.468,Ralph,Izard
3,Senate,956,6,0.0,VT,4000,0.0,3.0,B000745,1754.0,1830.0,0.09,-0.202,-19.92373,0.66,48.0,13.0,,-0.276,0.172,Stephen Row,Bradley
3,Senate,7989,6,0.0,VT,4000,0.0,3.0,R000350,1741.0,1813.0,-0.732,0.649,-10.76146,0.833,59.0,4.0,,-0.66,0.259,Moses,Robinson
3,Senate,6594,40,0.0,VA,4000,1.0,3.0,M000858,1758.0,1831.0,-0.514,-0.762,-4.62478,0.9,44.0,3.0,,-0.64,-0.768,James,Monroe
3,Senate,9215,40,0.0,VA,4000,1.0,3.0,T000086,1753.0,1824.0,-0.767,-0.6,-2.06706,0.943,35.0,1.0,,-0.564,-0.826,John,Taylor
3,Senate,9238,40,0.0,VA,4000,2.0,3.0,T000107,1753.0,1799.0,-0.666,-0.383,,,,,,0.351,-0.936,Henry,Tazewell
4,Senate,2936,1,0.0,CT,1,1.0,3.0,E000147,1745.0,1807.0,0.53,0.809,,,,,,0.704,-0.047,Oliver,Ellsworth
4,Senate,4433,1,0.0,CT,1,2.0,3.0,H000618,1754.0,1832.0,0.691,-0.249,,,,,,0.59,-0.438,James,Hillhouse
4,Senate,9452,1,0.0,CT,1,2.0,3.0,T000348,1755.0,1807.0,0.727,0.328,,,,,,0.468,0.884,Uriah,Tracy
4,Senate,9489,1,0.0,CT,1,1.0,3.0,T000389,1740.0,1809.0,0.692,0.246,-4.36867,0.932,62.0,2.0,,0.688,0.726,"Jonathan, Jr.",Trumbull
4,Senate,5494,11,0.0,DE,1,0.0,3.0,L000115,1752.0,1819.0,0.73,-0.043,-12.11327,0.851,75.0,8.0,,0.871,0.119,Henry,Latimer
4,Senate,9676,11,0.0,DE,1,0.0,3.0,V000104,1758.0,1802.0,0.433,-0.264,-6.61261,0.818,33.0,4.0,,0.526,0.823,John,Vining
4,Senate,3877,44,0.0,GA,1,0.0,3.0,G000526,1753.0,1801.0,0.218,-0.884,-25.77152,0.673,65.0,17.0,,0.305,-0.952,James,Gunn
4,Senate,4854,44,0.0,GA,13,1.0,3.0,J000017,1757.0,1806.0,-0.32,-0.181,,,,,,-0.538,-0.188,James,Jackson
4,Senate,9189,44,0.0,GA,13,3.0,3.0,T000052,1762.0,1803.0,-0.06,-0.998,-9.67556,0.814,47.0,2.0,,-0.043,-0.999,Josiah,Tattnall
4,Senate,1118,51,0.0,KY,13,0.0,3.0,B000929,1757.0,1837.0,-0.277,-0.548,-21.43895,0.76,78.0,13.0,,-0.325,-0.138,John,Brown
4,Senate,6000,51,0.0,KY,1,0.0,3.0,M000155,1760.0,1841.0,-0.14,0.99,-21.44964,0.739,71.0,12.0,,-0.123,0.961,Humphrey,Marshall
4,Senate,4333,52,0.0,MD,1,0.0,3.0,H000508,1750.0,1798.0,0.123,-0.573,-19.93432,0.729,63.0,9.0,,0.054,-0.386,John,Henry
4,Senate,4628,52,0.0,MD,1,2.0,3.0,H000841,1752.0,1827.0,0.58,-0.21,,,,,,0.241,-0.968,John Eager,Howard
4,Senate,7564,52,0.0,MD,1,1.0,3.0,P000473,1753.0,1808.0,0.409,-0.816,-12.73306,0.779,51.0,6.0,,0.333,-0.607,Richard,Potts
4,Senate,1384,3,0.0,MA,1,1.0,3.0,C000009,1752.0,1823.0,0.657,0.569,-1.99453,0.962,52.0,0.0,,0.666,0.746,George,Cabot
4,Senate,3674,3,0.0,MA,1,2.0,3.0,G000286,1748.0,1814.0,0.779,0.057,,,,,,0.715,0.256,Benjamin,Goodhue
4,Senate,8344,3,0.0,MA,1,2.0,3.0,S000222,1746.0,1813.0,0.835,0.345,,,,,,0.926,-0.378,Theodore,Sedgwick
4,Senate,9028,3,0.0,MA,1,1.0,3.0,S001009,1745.0,1819.0,0.566,0.824,-4.01161,0.928,54.0,2.0,,0.614,0.79,Caleb,Strong
4,Senate,5449,4,0.0,NH,13,0.0,3.0,L000067,1741.0,1819.0,-0.37,0.107,-10.29299,0.861,69.0,4.0,,-0.497,0.302,John,Langdon
4,Senate,5713,4,0.0,NH,1,0.0,3.0,L000364,1732.0,1803.0,0.35,0.731,-22.86917,0.754,81.0,14.0,,0.245,0.969,Samuel,Livermore
4,Senate,3361,12,0.0,NJ,1,1.0,3.0,F000368,1753.0,1804.0,0.958,-0.283,-4.92855,0.857,32.0,3.0,,0.888,-0.461,Frederick,Frelinghuysen
4,Senate,8150,12,0.0,NJ,1,0.0,3.0,R000550,1760.0,1840.0,0.871,-0.252,-15.59934,0.805,72.0,8.0,,0.965,-0.262,John,Rutherfurd
4,Senate,8964,12,0.0,NJ,1,2.0,3.0,S000941,1764.0,1828.0,0.742,0.196,,,,,,0.775,-0.632,Richard,Stockton
4,Senate,1302,13,0.0,NY,13,0.0,3.0,B001133,1756.0,1836.0,-0.887,-0.462,-19.64275,0.728,62.0,11.0,,-0.981,-0.192,Aaron,Burr
4,Senate,5270,13,0.0,NY,1,1.0,3.0,K000212,1755.0,1827.0,0.575,-0.302,-8.47577,0.835,47.0,5.0,,0.745,0.329,Rufus,King
4,Senate,5498,13,0.0,NY,1,2.0,3.0,L000120,1750.0,1810.0,0.749,-0.049,,,,,,0.926,-0.378,John,Laurance
4,Senate,800,47,0.0,NC,13,0.0,3.0,B000563,1736.0,1814.0,-0.364,0.262,-16.28291,0.814,79.0,9.0,,-0.32,-0.196,Timothy,Bloodworth
4,Senate,6012,47,0.0,NC,13,0.0,3.0,M000166,1740.0,1807.0,-0.146,-0.844,-22.65282,0.756,81.0,11.0,,-0.173,-0.844,Alexander,Martin
4,Senate,719,14,0.0,PA,1,0.0,3.0,B000474,1752.0,1804.0,0.717,-0.697,-10.14017,0.88,79.0,4.0,,0.838,-0.545,William,Bingham
4,Senate,8070,14,0.0,PA,1,0.0,3.0,R000448,1762.0,1847.0,0.85,-0.526,-11.08923,0.869,79.0,5.0,,0.876,-0.481,James,Ross
4,Senate,951,5,0.0,RI,1,0.0,3.0,B000739,1729.0,1808.0,0.554,0.598,-14.40001,0.831,78.0,7.0,,0.589,0.808,William,Bradford
4,Senate,3315,5,0.0,RI,1,0.0,3.0,F000313,1752.0,1828.0,0.286,0.675,-13.91091,0.835,77.0,7.0,,0.385,0.482,Theodore,Foster
4,Senate,1346,48,0.0,SC,13,1.0,3.0,B001186,1744.0,1822.0,-0.4,-0.912,-10.49418,0.8,47.0,6.0,,-0.49,-0.872,Pierce,Butler
4,Senate,4753,48,0.0,SC,13,2.0,3.0,H000982,,1802.0,0.183,-0.806,,,,,,-0.995,-0.096,John,Hunter
4,Senate,7763,48,0.0,SC,1,0.0,3.0,R000092,1752.0,1816.0,0.768,-0.366,-21.16055,0.76,77.0,11.0,,0.61,-0.623,Jacob,Read
4,Senate,1888,54,0.0,TN,13,0.0,3.0,C000572,1748.0,1828.0,-0.45,0.222,,,,,,-0.291,-0.957,William,Cocke
4,Senate,7164,6,0.0,VT,1,0.0,3.0,P000026,1757.0,1842.0,0.429,0.648,-9.15252,0.841,53.0,4.0,,0.344,0.741,Elijah,Paine
4,Senate,7989,6,0.0,VT,13,1.0,3.0,R000350,1741.0,1813.0,-0.732,0.649,-9.02434,0.854,57.0,4.0,,-0.723,0.47,Moses,Robinson
4,Senate,9378,6,0.0,VT,1,2.0,3.0,T000264,1754.0,1838.0,0.428,-0.629,,,,,,0.386,0.603,Isaac,Tichenor
4,Senate,6063,40,0.0,VA,13,0.0,3.0,M000226,1760.0,1803.0,-0.617,-0.652,-15.63621,0.749,54.0,8.0,,-0.994,-0.107,Stevens Thomson,Mason
4,Senate,9238,40,0.0,VA,13,0.0,3.0,T000107,1753.0,1799.0,-0.666,-0.383,-15.16318,0.823,78.0,8.0,,-0.764,-0.188,Henry,Tazewell
5,Senate,4433,1,0.0,CT,1,0.0,3.0,H000618,1754.0,1832.0,0.691,-0.249,-61.86482,0.723,191.0,32.0,,0.507,0.422,James,Hillhouse
5,Senate,9452,1,0.0,CT,1,0.0,3.0,T000348,1755.0,1807.0,0.727,0.328,-33.45613,0.842,194.0,18.0,,0.641,0.589,Uriah,Tracy
5,Senate,1823,11,0.0,DE,1,2.0,3.0,C000497,1744.0,1798.0,0.746,0.007,-14.64027,0.793,63.0,6.0,,0.747,-0.012,Joshua,Clayton
5,Senate,5494,11,0.0,DE,1,0.0,3.0,L000115,1752.0,1819.0,0.73,-0.043,-29.47529,0.829,157.0,14.0,,0.714,-0.065,Henry,Latimer
5,Senate,9676,11,0.0,DE,1,1.0,3.0,V000104,1758.0,1802.0,0.433,-0.264,,,,,,0.989,-0.149,John,Vining
5,Senate,9947,11,0.0,DE,1,3.0,3.0,W000287,1769.0,1829.0,0.746,0.485,,,,,,0.978,0.004,William Hill,Wells
5,Senate,3877,44,0.0,GA,1,0.0,3.0,G000526,1753.0,1801.0,0.218,-0.884,-12.5923,0.792,54.0,7.0,,0.327,-0.945,James,Gunn
5,Senate,9189,44,0.0,GA,13,0.0,3.0,T000052,1762.0,1803.0,-0.06,-0.998,-15.36217,0.871,111.0,7.0,,-0.069,-0.998,Josiah,Tattnall
5,Senate,1118,51,0.0,KY,13,0.0,3.0,B000929,1757.0,1837.0,-0.277,-0.548,-42.15076,0.773,164.0,21.0,,-0.35,-0.622,John,Brown
5,Senate,6000,51,0.0,KY,1,0.0,3.0,M000155,1760.0,1841.0,-0.14,0.99,-34.34091,0.768,130.0,18.0,,-0.141,0.985,Humphrey,Marshall
5,Senate,4333,52,0.0,MD,1,1.0,3.0,H000508,1750.0,1798.0,0.123,-0.573,,,,,,0.267,-0.919,John,Henry
5,Senate,4628,52,0.0,MD,1,0.0,3.0,H000841,1752.0,1827.0,0.58,-0.21,-45.09785,0.718,136.0,27.0,,0.571,-0.402,John Eager,Howard
5,Senate,5725,52,0.0,MD,1,2.0,3.0,L000377,1756.0,1830.0,0.557,0.685,-22.06213,0.827,116.0,12.0,,0.584,0.628,James,Lloyd
5,Senate,3674,3,0.0,MA,1,0.0,3.0,G000286,1748.0,1814.0,0.779,0.057,-33.27559,0.839,190.0,16.0,,0.765,0.39,Benjamin,Goodhue
5,Senate,8344,3,0.0,MA,1,0.0,3.0,S000222,1746.0,1813.0,0.835,0.345,-23.21782,0.857,151.0,9.0,,0.811,0.28,Theodore,Sedgwick
5,Senate,5449,4,0.0,NH,13,0.0,3.0,L000067,1741.0,1819.0,-0.37,0.107,-30.14899,0.811,144.0,14.0,,-0.411,0.007,John,Langdon
5,Senate,5713,4,0.0,NH,1,0.0,3.0,L000364,1732.0,1803.0,0.35,0.731,-78.59114,0.654,185.0,43.0,,0.252,0.836,Samuel,Livermore
5,Senate,2351,12,0.0,NJ,1,2.0,5.0,D000069,1755.0,1832.0,0.822,0.268,-2.77168,0.906,28.0,0.0,,0.679,0.378,Franklin,Davenport
5,Senate,8150,12,0.0,NJ,1,1.0,3.0,R000550,1760.0,1840.0,0.871,-0.252,-13.5503,0.785,56.0,6.0,,0.767,-0.287,John,Rutherfurd
5,Senate,8964,12,0.0,NJ,1,0.0,3.0,S000941,1764.0,1828.0,0.742,0.196,-17.32451,0.887,145.0,4.0,,0.795,0.322,Richard,Stockton
5,Senate,4469,13,0.0,NY,1,2.0,3.0,H000661,1738.0,1805.0,0.73,-0.258,-4.09412,0.849,25.0,1.0,,0.704,-0.233,John Sloss,Hobart
5,Senate,5498,13,0.0,NY,1,0.0,3.0,L000120,1750.0,1810.0,0.749,-0.049,-40.25964,0.769,153.0,22.0,,0.844,-0.537,John,Laurance
5,Senate,6963,13,0.0,NY,1,3.0,5.0,N000142,1755.0,1836.0,0.429,-0.235,-29.71165,0.702,84.0,16.0,,0.42,-0.372,William,North
5,Senate,8282,13,0.0,NY,1,1.0,3.0,S000154,1733.0,1804.0,0.949,-0.315,,,,,,,,Philip John,Schuyler
5,Senate,9874,13,0.0,NY,1,4.0,3.0,W000202,1750.0,1806.0,0.816,-0.358,-5.90454,0.816,29.0,3.0,,0.796,-0.123,James,Watson
5,Senate,800,47,0.0,NC,13,0.0,3.0,B000563,1736.0,1814.0,-0.364,0.262,-27.65633,0.812,133.0,15.0,,-0.32,0.111,Timothy,Bloodworth
